"","AGE_CODE","REGION","B_LOCATION_DESCRIPTION","BAND_SIZE_CODE","BANDING_DATE","BANDING_DAY","BANDING_MONTH","BANDING_YEAR","BIRD_STATUS","FLYWAY_CODE","LAT_DECIMAL_DEGREES","LON_DECIMAL_DEGREES","SEX_CODE","STATE_CODE","STATE"
"6276",4,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","5/24/2018",24,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6277",4,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","5/24/2018",24,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6278",4,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","5/24/2018",24,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6279",4,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","5/24/2018",24,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6280",4,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","5/24/2018",24,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6281",4,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","5/24/2018",24,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6282",4,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","5/24/2018",24,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6283",4,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","5/24/2018",24,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6284",4,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","5/25/2018",25,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6285",4,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","5/25/2018",25,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6286",4,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","5/25/2018",25,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6287",4,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","5/25/2018",25,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6288",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/28/2018",28,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6289",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/28/2018",28,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6290",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/28/2018",28,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6291",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/28/2018",28,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6292",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/28/2018",28,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6293",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/28/2018",28,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6294",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","6/3/2018",3,6,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6295",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/1/2018",1,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6296",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/1/2018",1,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6297",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/1/2018",1,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6298",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/1/2018",1,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6299",4,76,"Boucherville(Boucherville) Québec Canada (Bandit ID: BO)","3","5/5/2018",5,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6300",4,76,"Boucherville(Boucherville) Québec Canada (Bandit ID: BO)","3","5/5/2018",5,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6301",4,76,"Boucherville(Boucherville) Québec Canada (Bandit ID: BO)","3","5/5/2018",5,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6302",4,76,"Boucherville(Boucherville) Québec Canada (Bandit ID: BO)","3","5/5/2018",5,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6303",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/9/2018",9,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6304",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/9/2018",9,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6305",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/9/2018",9,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6306",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/9/2018",9,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6307",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/9/2018",9,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6308",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/9/2018",9,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6309",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/9/2018",9,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6310",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/9/2018",9,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6311",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/14/2018",14,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6312",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/14/2018",14,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6313",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/14/2018",14,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6314",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/14/2018",14,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6315",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/16/2018",16,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6316",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/16/2018",16,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6317",4,76,"Calixa Lavallée(Calixa lavallée) Québec Canada (Bandit ID: CL)","3","5/16/2018",16,5,2018,3,6,45.75,-73.25,"U",10,"DE"
"6318",4,76,"Calixa Lavallée(Calixa lavallée) Québec Canada (Bandit ID: CL)","3","5/16/2018",16,5,2018,3,6,45.75,-73.25,"U",10,"DE"
"6319",4,76,"Calixa Lavallée(Calixa lavallée) Québec Canada (Bandit ID: CL)","3","5/16/2018",16,5,2018,3,6,45.75,-73.25,"U",10,"DE"
"6320",4,76,"Calixa Lavallée(Calixa lavallée) Québec Canada (Bandit ID: CL)","3","5/16/2018",16,5,2018,3,6,45.75,-73.25,"U",10,"DE"
"6321",4,76,"Calixa Lavallée(Calixa lavallée) Québec Canada (Bandit ID: CL)","3","5/16/2018",16,5,2018,3,6,45.75,-73.25,"U",10,"DE"
"6322",4,76,"Calixa Lavallée(Calixa lavallée) Québec Canada (Bandit ID: CL)","3","5/16/2018",16,5,2018,3,6,45.75,-73.25,"U",10,"DE"
"6323",4,76,"Calixa Lavallée(Calixa lavallée) Québec Canada (Bandit ID: CL)","3","5/16/2018",16,5,2018,3,6,45.75,-73.25,"U",10,"DE"
"6324",4,76,"Calixa Lavallée(Calixa lavallée) Québec Canada (Bandit ID: CL)","3","5/16/2018",16,5,2018,3,6,45.75,-73.25,"U",10,"DE"
"6325",4,76,"Calixa Lavallée(Calixa lavallée) Québec Canada (Bandit ID: CL)","3","5/16/2018",16,5,2018,3,6,45.75,-73.25,"U",10,"DE"
"6326",4,76,"Calixa Lavallée(Calixa lavallée) Québec Canada (Bandit ID: CL)","3","5/16/2018",16,5,2018,3,6,45.75,-73.25,"U",10,"DE"
"6327",4,76,"Calixa Lavallée(Calixa lavallée) Québec Canada (Bandit ID: CL)","3","5/16/2018",16,5,2018,3,6,45.75,-73.25,"U",10,"DE"
"6328",4,76,"Calixa Lavallée(Calixa lavallée) Québec Canada (Bandit ID: CL)","3","5/16/2018",16,5,2018,3,6,45.75,-73.25,"U",10,"DE"
"6329",4,76,"Calixa Lavallée(Calixa lavallée) Québec Canada (Bandit ID: CL)","3","5/16/2018",16,5,2018,3,6,45.75,-73.25,"U",10,"DE"
"6330",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/17/2018",17,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6331",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/17/2018",17,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6332",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/17/2018",17,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6333",4,76,"Boucherville(Boucherville) Québec Canada (Bandit ID: BO)","3","5/18/2018",18,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6334",4,76,"Rivière à Pierre(Rivière à Pierre) Québec Canada (Bandit ID: RIV)","3","5/6/2018",6,5,2018,3,6,47.08333,-72.08333,"U",10,"DE"
"6335",4,76,"Rivière à Pierre(Rivière à Pierre) Québec Canada (Bandit ID: RIV)","3","5/6/2018",6,5,2018,3,6,47.08333,-72.08333,"U",10,"DE"
"6336",4,76,"Rivière à Pierre(Rivière à Pierre) Québec Canada (Bandit ID: RIV)","3","5/6/2018",6,5,2018,3,6,47.08333,-72.08333,"U",10,"DE"
"6337",4,76,"Rivière à Pierre(Rivière à Pierre) Québec Canada (Bandit ID: RIV)","3","5/6/2018",6,5,2018,3,6,47.08333,-72.08333,"U",10,"DE"
"6338",4,76,"Rivière à Pierre(Rivière à Pierre) Québec Canada (Bandit ID: RIV)","3","5/6/2018",6,5,2018,3,6,47.08333,-72.08333,"U",10,"DE"
"6339",4,76,"Rivière à Pierre(Rivière à Pierre) Québec Canada (Bandit ID: RIV)","3","5/6/2018",6,5,2018,3,6,47.08333,-72.08333,"U",10,"DE"
"6340",4,76,"Rivière à Pierre(Rivière à Pierre) Québec Canada (Bandit ID: RIV)","3","5/6/2018",6,5,2018,3,6,47.08333,-72.08333,"U",10,"DE"
"6341",4,76,"Brossard(Chambly 1 (pinard)) Québec Canada (Bandit ID: CH1)","3","5/16/2018",16,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6342",4,76,"Brossard(Chambly 1 (pinard)) Québec Canada (Bandit ID: CH1)","3","5/16/2018",16,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6343",4,76,"Brossard(Chambly 1 (pinard)) Québec Canada (Bandit ID: CH1)","3","5/16/2018",16,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6344",4,76,"Brossard(Chambly 1 (pinard)) Québec Canada (Bandit ID: CH1)","3","5/16/2018",16,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6345",4,76,"Brossard(Chambly 2 (boileau)) Québec Canada (Bandit ID: CH2)","3","5/21/2018",21,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6346",4,76,"Brossard(Chambly 2 (boileau)) Québec Canada (Bandit ID: CH2)","3","5/21/2018",21,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6347",4,76,"Brossard(Chambly 2 (boileau)) Québec Canada (Bandit ID: CH2)","3","5/21/2018",21,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6348",4,76,"Brossard(Chambly 2 (boileau)) Québec Canada (Bandit ID: CH2)","3","5/21/2018",21,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6349",4,76,"Brossard(Chambly 2 (boileau)) Québec Canada (Bandit ID: CH2)","3","5/21/2018",21,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6350",4,76,"Brossard(Chambly 2 (boileau)) Québec Canada (Bandit ID: CH2)","3","5/21/2018",21,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6351",4,76,"Brossard(Chambly 2 (boileau)) Québec Canada (Bandit ID: CH2)","3","5/21/2018",21,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6352",4,76,"Brossard(Chambly 1 (pinard)) Québec Canada (Bandit ID: CH1)","3","5/22/2018",22,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6353",4,76,"Brossard(Chambly 1 (pinard)) Québec Canada (Bandit ID: CH1)","3","5/22/2018",22,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6354",4,76,"Brossard(Chambly 1 (pinard)) Québec Canada (Bandit ID: CH1)","3","5/22/2018",22,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6355",4,76,"Brossard(Chambly 1 (pinard)) Québec Canada (Bandit ID: CH1)","3","5/22/2018",22,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6356",4,76,"Brossard(Chambly 3 (Romeo)) Québec Canada (Bandit ID: CH3)","3","5/24/2018",24,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6357",4,76,"Brossard(Chambly 3 (Romeo)) Québec Canada (Bandit ID: CH3)","3","5/24/2018",24,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6358",4,76,"Brossard(Chambly 1 (pinard)) Québec Canada (Bandit ID: CH1)","3","5/29/2018",29,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6359",4,76,"Brossard(Chambly 1 (pinard)) Québec Canada (Bandit ID: CH1)","3","5/29/2018",29,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6360",4,76,"Brossard(Chambly 1 (pinard)) Québec Canada (Bandit ID: CH1)","3","5/29/2018",29,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6361",4,76,"Brossard(Chambly 3 (Romeo)) Québec Canada (Bandit ID: CH3)","3","6/5/2018",5,6,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6362",4,76,"Brossard(Chambly 3 (Romeo)) Québec Canada (Bandit ID: CH3)","3","6/5/2018",5,6,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6363",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/6/2018",6,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6364",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/6/2018",6,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6365",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/6/2018",6,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6366",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/7/2018",7,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6367",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/7/2018",7,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6368",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/7/2018",7,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6369",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/9/2018",9,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6370",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/9/2018",9,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6371",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/9/2018",9,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6372",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/10/2018",10,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6373",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/10/2018",10,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6374",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/10/2018",10,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6375",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/10/2018",10,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6376",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/10/2018",10,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6377",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","5/10/2018",10,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6378",4,76,"Ste-Julie(Ste-Julie près 20) Québec Canada (Bandit ID: ST)","3","6/3/2018",3,6,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6379",4,76,"Boucherville(Boucherville) Québec Canada (Bandit ID: BO)","3","6/5/2018",5,6,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6380",1,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","6/6/2018",6,6,2018,3,6,45.58333,-73.41667,"F",10,"DE"
"6381",4,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","6/6/2018",6,6,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6382",4,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","6/6/2018",6,6,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6383",4,76,"St-Amable(Français St-Amable) Québec Canada (Bandit ID: FR)","3","6/6/2018",6,6,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6384",4,76,"La Prairie(Rue des Pensees) Québec Canada (Bandit ID: BR)","3","5/7/2018",7,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6385",4,76,"La Prairie(Rue des Pensees) Québec Canada (Bandit ID: BR)","3","5/7/2018",7,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6386",4,76,"La Prairie(Rue des Pensees) Québec Canada (Bandit ID: BR)","3","5/7/2018",7,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6387",4,76,"Brossard(Chambly 3 (Romeo)) Québec Canada (Bandit ID: CH3)","3","5/6/2018",6,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6388",4,76,"Brossard(Chambly 3 (Romeo)) Québec Canada (Bandit ID: CH3)","3","5/6/2018",6,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6389",4,76,"Brossard(Chambly 3 (Romeo)) Québec Canada (Bandit ID: CH3)","3","5/6/2018",6,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6390",4,76,"2 mi E from Boucherville(BOUCHERVILLE QC) Québec Canada (Bandit ID: BO)","3","5/18/2018",18,5,2018,3,6,45.58333,-73.41667,"U",10,"DE"
"6391",4,76,"1 mi E from La Prairie(Rue des Pensées) Québec Canada (Bandit ID: BR)","3","5/18/2018",18,5,2018,3,6,45.41667,-73.41667,"U",10,"DE"
"6392",1,76,"Authier-Nord(Authier-Nord) Québec Canada (Bandit ID: AMWO2)","3","9/12/2018",12,9,2018,3,6,48.83889,-78.82667,"F",10,"DE"
"6393",2,76,"Authier-Nord(Authier-Nord) Québec Canada (Bandit ID: AMWO2)","3","9/13/2018",13,9,2018,3,6,48.83889,-78.82667,"M",10,"DE"
"6394",2,76,"Authier-Nord(Authier-Nord) Québec Canada (Bandit ID: AMWO2)","3","9/13/2018",13,9,2018,3,6,48.83889,-78.82667,"F",10,"DE"
"6395",2,76,"Authier-Nord(Authier-Nord) Québec Canada (Bandit ID: AMWO2)","3","9/13/2018",13,9,2018,3,6,48.83889,-78.82667,"F",10,"DE"
"6396",2,76,"Authier-Nord(Authier-Nord) Québec Canada (Bandit ID: AMWO2)","3","9/14/2018",14,9,2018,3,6,48.83889,-78.82667,"M",10,"DE"
"6397",4,76,"5 mi NE from Saint-Eustache(St-Eustache) Québec Canada (Bandit ID: 4)","3","5/1/2018",1,5,2018,3,6,45.60833,-73.85833,"U",10,"DE"
"6398",4,76,"5 mi NE from Saint-Eustache(St-Eustache) Québec Canada (Bandit ID: 4)","3","5/1/2018",1,5,2018,3,6,45.60833,-73.85833,"U",10,"DE"
"6399",4,76,"5 mi NE from Saint-Eustache(St-Eustache) Québec Canada (Bandit ID: 4)","3","5/1/2018",1,5,2018,3,6,45.60833,-73.85833,"U",10,"DE"
"6400",4,76,"5 mi NE from Saint-Eustache(St-Eustache) Québec Canada (Bandit ID: 4)","3","5/1/2018",1,5,2018,3,6,45.60833,-73.85833,"U",10,"DE"
"6401",4,76,"5 mi NE from Saint-Eustache(St-Eustache) Québec Canada (Bandit ID: 4)","3","5/1/2018",1,5,2018,3,6,45.60833,-73.85833,"U",10,"DE"
"6402",4,76,"5 mi NE from Saint-Eustache(St-Eustache) Québec Canada (Bandit ID: 4)","3","5/1/2018",1,5,2018,3,6,45.60833,-73.85833,"U",10,"DE"
"6403",4,76,"5 mi NE from Saint-Eustache(St-Eustache) Québec Canada (Bandit ID: 4)","3","5/1/2018",1,5,2018,3,6,45.60833,-73.85833,"U",10,"DE"
"6404",4,76,"5 mi NE from Saint-Eustache(St-Eustache) Québec Canada (Bandit ID: 4)","3","5/1/2018",1,5,2018,3,6,45.60833,-73.85833,"U",10,"DE"
"6405",4,76,"2 mi NW from St-Thomas de Joliette(ST-Thomas de Joliette) Québec Canada (Bandit ID: 25)","3","5/8/2018",8,5,2018,3,6,46.01202,-73.36667,"U",10,"DE"
"6406",4,76,"2 mi NW from St-Thomas de Joliette(ST-Thomas de Joliette) Québec Canada (Bandit ID: 25)","3","5/8/2018",8,5,2018,3,6,46.01202,-73.36667,"U",10,"DE"
"6407",1,76,"6 mi ENE from Mirabel(Mirabel) Québec Canada (Bandit ID: 11)","3","5/21/2018",21,5,2018,3,6,45.69167,-73.975,"F",10,"DE"
"6408",4,76,"6 mi ENE from Mirabel(Mirabel) Québec Canada (Bandit ID: 11)","3","5/21/2018",21,5,2018,3,6,45.69167,-73.975,"U",10,"DE"
"6409",4,76,"6 mi ENE from Mirabel(Mirabel) Québec Canada (Bandit ID: 11)","3","5/21/2018",21,5,2018,3,6,45.69167,-73.975,"U",10,"DE"
"6410",4,76,"6 mi ENE from Mirabel(Mirabel) Québec Canada (Bandit ID: 11)","3","5/21/2018",21,5,2018,3,6,45.69167,-73.975,"U",10,"DE"
"6411",4,76,"5 mi NE from Saint-Eustache(St-Eustache) Québec Canada (Bandit ID: 4)","3","5/27/2018",27,5,2018,3,6,45.60833,-73.85833,"U",10,"DE"
"6412",4,76,"5 mi NE from Saint-Eustache(St-Eustache) Québec Canada (Bandit ID: 4)","3","5/27/2018",27,5,2018,3,6,45.60833,-73.85833,"U",10,"DE"
"6413",4,76,"5 mi NE from Saint-Eustache(St-Eustache) Québec Canada (Bandit ID: 4)","3","5/27/2018",27,5,2018,3,6,45.60833,-73.85833,"U",10,"DE"
"6414",4,76,"2 mi NW from St-Thomas de Joliette(ST-Thomas de Joliette) Québec Canada (Bandit ID: 25)","3","5/29/2018",29,5,2018,3,6,46.01202,-73.36667,"U",10,"DE"
"6415",4,76,"2 mi NW from St-Thomas de Joliette(ST-Thomas de Joliette) Québec Canada (Bandit ID: 25)","3","5/29/2018",29,5,2018,3,6,46.01202,-73.36667,"U",10,"DE"
"6416",4,76,"2 mi NW from St-Thomas de Joliette(ST-Thomas de Joliette) Québec Canada (Bandit ID: 25)","3","5/29/2018",29,5,2018,3,6,46.01202,-73.36667,"U",10,"DE"
"6417",1,76,"2 mi NW from St-Thomas de Joliette(ST-Thomas de Joliette) Québec Canada (Bandit ID: 25)","3","5/29/2018",29,5,2018,3,6,46.01202,-73.36667,"F",10,"DE"
"6418",1,76,"2 mi NW from St-Thomas de Joliette(ST-Thomas de Joliette) Québec Canada (Bandit ID: 25)","3","5/29/2018",29,5,2018,3,6,46.01202,-73.36667,"F",10,"DE"
"6419",4,76,"2 mi NW from St-Thomas de Joliette(ST-Thomas de Joliette) Québec Canada (Bandit ID: 25)","3","5/29/2018",29,5,2018,3,6,46.01202,-73.36667,"U",10,"DE"
"6420",4,76,"2 mi NW from St-Thomas de Joliette(ST-Thomas de Joliette) Québec Canada (Bandit ID: 25)","3","5/29/2018",29,5,2018,3,6,46.01202,-73.36667,"U",10,"DE"
"6421",4,76,"2 mi NW from St-Thomas de Joliette(ST-Thomas de Joliette) Québec Canada (Bandit ID: 25)","3","5/29/2018",29,5,2018,3,6,46.01202,-73.36667,"U",10,"DE"
"6422",4,76,"2 mi NW from St-Thomas de Joliette(ST-Thomas de Joliette) Québec Canada (Bandit ID: 25)","3","5/29/2018",29,5,2018,3,6,46.01202,-73.36667,"U",10,"DE"
"6423",4,76,"2 mi NW from St-Thomas de Joliette(ST-Thomas de Joliette) Québec Canada (Bandit ID: 25)","3","5/29/2018",29,5,2018,3,6,46.01202,-73.36667,"U",10,"DE"
"6424",4,76,"2 mi NW from St-Thomas de Joliette(ST-Thomas de Joliette) Québec Canada (Bandit ID: 25)","3","5/29/2018",29,5,2018,3,6,46.01202,-73.36667,"U",10,"DE"
"6425",4,76,"2 mi NW from St-Thomas de Joliette(ST-Thomas de Joliette) Québec Canada (Bandit ID: 25)","3","5/29/2018",29,5,2018,3,6,46.01202,-73.36667,"U",10,"DE"
"6426",4,76,"2 mi NE from Blainville(Blainville) Québec Canada (Bandit ID: 28)","3","6/11/2018",11,6,2018,3,6,45.69278,-73.86639,"U",10,"DE"
"6427",4,76,"2 mi NE from Blainville(Blainville) Québec Canada (Bandit ID: 28)","3","6/11/2018",11,6,2018,3,6,45.69278,-73.86639,"U",10,"DE"
"6428",4,76,"2 mi NE from Blainville(Blainville) Québec Canada (Bandit ID: 28)","3","6/11/2018",11,6,2018,3,6,45.69278,-73.86639,"U",10,"DE"
"6429",4,76,"2 mi NE from Blainville(Blainville) Québec Canada (Bandit ID: 28)","3","6/15/2018",15,6,2018,3,6,45.69278,-73.86639,"U",10,"DE"
"6430",5,76,"Montreal(McGill Bird Observatory) Québec Canada (Bandit ID: MBO)","3B","5/26/2018",26,5,2018,3,6,45.425,-73.94167,"M",10,"DE"
"6431",1,76,"4.7 mi NW from Percé(route de la plage - Coin-du-Banc) Québec Canada (Bandit ID: CDB)","3A","8/9/2018",9,8,2018,3,6,48.56556,-64.29278,"U",10,"DE"
"6432",4,76,"4 mi NW from Terrebonne(Terrbonne) Québec Canada (Bandit ID: 20)","3","5/13/2019",13,5,2019,3,6,45.675,-73.69167,"U",10,"DE"
