"","X","�..GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","OBSERVATION.COUNT","BREEDING.BIRD.ATLAS.CODE","BREEDING.BIRD.ATLAS.CATEGORY","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","MONTH","DAY","YEAR","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS"
"838",72013,"URN:CornellLabOfOrnithology:EBIRD:OBS923245251","5/15/2020 21:14",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Michigan","US-MI","Washtenaw","US-MI-161","",23,"","","7482 Vreeland Road, Superior Charter Township, Michigan, US (42.29, -83.607)","L11457330","P",42.2898891,-83.6069064,5,15,2020,"21:04:00","obsr259255","S69117777","Stationary","P21","EBIRD",9,NA,NA,2,1,"G5337791",0,1,0,NA,"",""
"839",135851,"URN:CornellLabOfOrnithology:EBIRD:OBS612701656","8/6/2018 23:39",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Lucas","US-OH-095","US-OH_2044",22,"","","Magee Marsh--Boardwalk","L275986","H",41.6277095,-83.191884,5,5,2018,"8:16:00","obsr941752","S45382735","Traveling","P22","EBIRD",147,2.044,NA,3,1,"G3168127",0,1,0,NA,"",""
"840",75963,"URN:CornellLabOfOrnithology:EBIRD:OBS879596565","3/16/2020 21:09",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","Minnesota","US-MN","Olmsted","US-MN-109","",22,"","","Quarry Hill Nature Center","L146171","H",44.029705,-92.429657,3,16,2020,"19:48:00","obsr92812","S65882867","Stationary","P21","EBIRD",2,NA,NA,2,1,"",0,1,0,NA,"",""
"841",67128,"URN:CornellLabOfOrnithology:EBIRD:OBS481539596","5/17/2017 12:30",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","Michigan","US-MI","Isabella","US-MI-073","",23,"","","1497 w bluegrass rd mt pleasant","L4096398","P",43.574327,-84.876809,4,1,2017,"7:00:00","obsr667190","S35662960","Stationary","P21","EBIRD",90,NA,NA,1,1,"",0,1,0,NA,"",""
"842",138930,"URN:CornellLabOfOrnithology:EBIRD:OBS754027997","5/7/2019 19:26",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Lucas","US-OH-095","US-OH_2044",22,"","","Magee Marsh--Boardwalk","L275986","H",41.6277095,-83.191884,5,7,2019,"17:07:00","obsr279898","S55980179","Traveling","P22","EBIRD",137,2.116,NA,2,1,"G4144995",0,1,0,NA,"",""
"843",227353,"URN:CornellLabOfOrnithology:EBIRD:OBS529262957","9/1/2017 11:04",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","H ","C2","","United States","US","Wisconsin","US-WI","Wood","US-WI-141","",23,"","4409041CE","Lake Dexter CE--Lincoln Rd (all)","L5897351","P",44.43863,-90.043778,7,4,2017,"3:10:00","obsr102818","S38936976","Traveling","P22","EBIRD_ATL_WI",75,3.219,NA,1,1,"",0,1,0,NA,"",""
"844",105675,"URN:CornellLabOfOrnithology:EBIRD:OBS381021872","8/5/2018 8:34",5920,"species","American Woodcock","Scolopax minor",NA,NA,"4","C ","C3","","United States","US","New York","US-NY","Tompkins","US-NY-109","",13,"","","DIL Woods Airport","L99395","H",42.4952985,-76.4518915,3,12,2016,"17:51:00","obsr259255","S28138793","Traveling","P22","EBIRD",56,0.241,NA,14,1,"G1643310",0,1,0,NA,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44","Calling around 6:00; displaying around 6:20"
"845",66344,"URN:CornellLabOfOrnithology:EBIRD:OBS404448856","8/6/2018 20:10",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","Michigan","US-MI","Washtenaw","US-MI-161","US-MI_3568",23,"","","Pinckney RA--Embury Rd","L1131706","H",42.3912939,-84.054594,5,17,2016,"18:41:00","obsr245224","S29747256","Traveling","P22","EBIRD",177,3.219,NA,32,1,"G1765806",0,1,0,NA,"<br />Submitted from eBird for iOS, version 1.2.0 Build 62",""
"846",136868,"URN:CornellLabOfOrnithology:EBIRD:OBS616009719","5/11/2018 22:24",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Lucas","US-OH-095","US-OH_2044",22,"","","Magee Marsh--Boardwalk","L275986","H",41.6277095,-83.191884,5,11,2018,"16:00:00","obsr316012","S45572680","Traveling","P22","EBIRD",138,1.931,NA,1,1,"G3187185",0,1,0,NA,"","On forest floor along boardwalk"
"847",222609,"URN:CornellLabOfOrnithology:EBIRD:OBS248240916","7/17/2017 15:37",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","Wisconsin","US-WI","Dane","US-WI-025","US-WI_3635",23,"","","Endlichheim","L905344","P",43.2400184,-89.7512197,4,25,2014,"8:15:00","obsr218983","S18078017","Incidental","P20","EBIRD",NA,NA,NA,6,1,"",0,1,0,NA,"many warblers feeding on the ground, suet, and peanut feeders off and on all day. (never observed before;) ""dripper"" installed  about 9: AM.",""
"848",108421,"URN:CornellLabOfOrnithology:EBIRD:OBS503415324","5/22/2017 14:56",5920,"species","American Woodcock","Scolopax minor",NA,NA,"5","","","","United States","US","New York","US-NY","Onondaga","US-NY-067","",13,"","","Three Rivers WMA--powerline cut","L1648416","H",43.1899696,-76.3190166,5,20,2017,"20:56:00","obsr90467","S37069630","Stationary","P21","EBIRD",28,NA,NA,4,1,"G2439191",0,1,0,NA,"Listening for whip-poor-will.",""
"849",111224,"URN:CornellLabOfOrnithology:EBIRD:OBS727608477","3/22/2019 6:59",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","New York","US-NY","Queens","US-NY-081","US-NY_1722",30,"","","Jamaica Bay Wildlife Refuge--South Garden","L791196","H",40.6175467,-73.825745,3,22,2019,"6:18:00","obsr182188","S54094618","Traveling","P22","EBIRD",40,0.805,NA,1,1,"",0,1,0,NA,"","2 calling...one on ground."
"850",110919,"URN:CornellLabOfOrnithology:EBIRD:OBS724155241","3/14/2019 10:56",5920,"species","American Woodcock","Scolopax minor",NA,NA,"3","","","","United States","US","New York","US-NY","Westchester","US-NY-119","US-NY_1759",30,"","","Marshlands Conservancy","L109149","H",40.9531117,-73.7012273,3,14,2019,"6:20:00","obsr125484","S53807559","Traveling","P22","EBIRD",180,4.828,NA,1,1,"",0,1,0,NA,"early morning to witness American Woodcock behavior.  Activity began by the meadow about 6:30 AM","activity started about 6:30 AM"
"851",70043,"URN:CornellLabOfOrnithology:EBIRD:OBS748656721","5/8/2020 19:33",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Michigan","US-MI","Crawford","US-MI-039","",12,"","","Stuby Feeder","L8602589","P",44.843005,-84.495241,5,1,2019,"11:00:00","obsr1123021","S55653806","Stationary","P21","EBIRD",70,NA,NA,1,1,"",0,1,0,NA,"",""
"852",63991,"URN:CornellLabOfOrnithology:EBIRD:OBS248511383","8/5/2018 13:45",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Michigan","US-MI","Iosco","US-MI-069","US-MI_1647",NA,"","","Tawas Point SP","L232597","H",44.2569829,-83.4456809,4,26,2014,"11:00:00","obsr413691","S18094467","Traveling","P22","EBIRD",180,4.828,NA,1,1,"",0,1,0,NA,"light rain temp.39 degs.",""
"853",134781,"URN:CornellLabOfOrnithology:EBIRD:OBS582931638","8/5/2018 13:56",5920,"species","American Woodcock","Scolopax minor",NA,NA,"6","C ","C3","","United States","US","Ohio","US-OH","Preble","US-OH-135","US-OH_433",22,"","","Hueston Woods SP","L140466","H",39.5763508,-84.738332,2,27,2018,"16:45:00","obsr192320","S43247762","Traveling","P22","EBIRD",130,3.219,NA,1,1,"",0,1,0,NA,"Maple Grove picnic area, Main Loop Rd, Hedge Row, Group Camp. Sunset at 6:30pm.--<a href=""https://imgur.com/8IiTFyq""><img src=""https://i.imgur.com/8IiTFyq.jpg"" /></a>--<a href=""https://imgur.com/HUJb4Ig""><img src=""https://i.imgur.com/HUJb4Ig.jpg"" /></a>","<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/jF5NpYuKSto"" frameborder=""0""></iframe>"
"854",231029,"URN:CornellLabOfOrnithology:EBIRD:OBS876013440","3/8/2020 22:38",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","Wisconsin","US-WI","Dane","US-WI-025","",23,"","","UW Madison Arboretum (general)","L199451","H",43.0413553,-89.4290972,3,8,2020,"18:30:00","obsr127754","S65598173","Traveling","P22","EBIRD_WI",50,3.219,NA,2,1,"",0,1,0,NA,"","SW of the visitor center; saw one skydancing and heard at least one more"
"855",104083,"URN:CornellLabOfOrnithology:EBIRD:OBS305785909","8/4/2018 17:02",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","New York","US-NY","New York","US-NY-061","US-NY_2793",30,"","","Central Park--The Ramble","L109518","H",40.7771162,-73.9695739,3,22,2015,"11:30:00","obsr419069","S22555779","Traveling","P22","EBIRD",165,1.609,NA,2,1,"G2662569",0,1,1,NA,"","One lighter overall than the other, both sitting mostly still in brush about 30 feet from path on east side of Azalea pond"
"856",127037,"URN:CornellLabOfOrnithology:EBIRD:OBS245276922","4/13/2014 3:46",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Perry","US-OH-127","",28,"","","Swan Property","L2366105","P",39.6935474,-82.2184567,4,12,2014,"7:00:00","obsr428700","S17865400","Traveling","P22","EBIRD",180,1.609,NA,1,1,"",0,1,0,NA,"",""
"857",140470,"URN:CornellLabOfOrnithology:EBIRD:OBS910410827","5/3/2020 18:57",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","Ohio","US-OH","Knox","US-OH-083","",13,"","","Wolf Run Regional Park","L3089207","H",40.3972508,-82.4284995,5,2,2020,"17:25:00","obsr560443","S68291940","Traveling","P22","EBIRD",300,2.414,NA,1,1,"",0,1,0,NA,"More general bird activity was better than last time, migrant activity poor","Still doing their thing"
"858",127852,"URN:CornellLabOfOrnithology:EBIRD:OBS253051019","5/7/2019 20:00",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","Ohio","US-OH","Ottawa","US-OH-123","US-OH_2044",22,"","","Magee Marsh (Ottawa Co.)","L275517","H",41.6140595,-83.163414,5,12,2014,"10:25:00","obsr286806","S18357518","Traveling","P22","EBIRD",223,3.219,NA,4,1,"",0,1,0,NA,"<br />Submitted from BirdLog NA for iOS, version 1.7.1",""
"859",114326,"URN:CornellLabOfOrnithology:EBIRD:OBS890263940","4/6/2020 20:33",5920,"species","American Woodcock","Scolopax minor",NA,NA,"4","S ","C2","","United States","US","New York","US-NY","Ontario","US-NY-069","",28,"","42077F3SW","US-New York-Naples-7815-7843 Parish Road - 42.641x-77.369","L5007476","P",42.6406868,-77.3688179,4,6,2020,"19:09:00","obsr407762","S66749868","Traveling","P22","EBIRD_ATL_NY",78,1.127,NA,1,1,"",0,1,0,NA,"",""
"860",65409,"URN:CornellLabOfOrnithology:EBIRD:OBS336058296","8/11/2015 22:36",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Michigan","US-MI","St. Clair","US-MI-147","",23,"","","Jordan creek trail","L2161946","P",42.8354437,-82.4947929,8,11,2015,"19:24:00","obsr408880","S24584059","Traveling","P22","EBIRD",105,4.828,NA,1,1,"",0,1,0,NA,"",""
"861",130224,"URN:CornellLabOfOrnithology:EBIRD:OBS393696624","4/21/2016 21:35",5920,"species","American Woodcock","Scolopax minor",NA,NA,"5","","","","United States","US","Ohio","US-OH","Portage","US-OH-133","",13,"","","Chamberlain Rd...Permit Required","L4302970","P",41.3035286,-81.2832069,4,21,2016,"20:33:00","obsr158455","S29109035","Traveling","P22","EBIRD",56,2.414,NA,1,1,"",0,1,0,NA,"Purpose was to listen for Woodcock and Owls. No luck calling for Screech or Barred at three locations - field, pump and tanks.  <br />Submitted from eBird for iOS, version 1.1.3 Build 30","One 'peenting' at entrance by Chamberlain Road. At least 4 calling at different locations in the old field (I stood on an elevation near the middle). Eventually all stopped calling as it got darker. Only heard one flight (at entrance). Try to arrive earlier next trip."
"862",76248,"URN:CornellLabOfOrnithology:EBIRD:OBS891068108","4/8/2020 10:10",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","Minnesota","US-MN","Todd","US-MN-153","",23,"","","Farmstead","L10334322","P",45.844728,-94.897234,4,6,2020,"22:20:00","obsr661439","S66814519","Stationary","P21","EBIRD",10,NA,NA,2,1,"G5162218",0,1,0,NA,"",""
"863",231583,"URN:CornellLabOfOrnithology:EBIRD:OBS890830451","4/7/2020 18:59",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","Wisconsin","US-WI","Racine","US-WI-101","",22,"","","Cliffside Park (Racine Co.)","L293238","H",42.8195502,-87.8200652,4,7,2020,"16:39:00","obsr333955","S66794463","Traveling","P22","EBIRD",77,1.883,NA,1,1,"",0,1,0,NA,"","Flushed"
"864",110226,"URN:CornellLabOfOrnithology:EBIRD:OBS620231573","5/19/2018 4:32",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","New York","US-NY","Oswego","US-NY-075","US-NY_768",13,"","","Three Mile Bay WMA--Mosquito Station","L2182876","H",43.264554,-76.060141,5,19,2018,"4:27:00","obsr14521","S45815551","Stationary","P21","EBIRD",4,NA,NA,1,1,"",0,1,0,NA,"",""
"865",113346,"URN:CornellLabOfOrnithology:EBIRD:OBS877321740","3/11/2020 21:47",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","New York","US-NY","Monroe","US-NY-055","",13,"","","107 arbor way lane","L4194383","P",43.2698371,-77.7106118,3,11,2020,"18:45:00","obsr248316","S65699353","Stationary","P21","EBIRD",10,NA,NA,1,1,"",0,1,0,NA,"","Flight Twitter and nasal call."
"866",76338,"URN:CornellLabOfOrnithology:EBIRD:OBS898832270","4/20/2020 8:53",5920,"species","American Woodcock","Scolopax minor",NA,NA,"3","","","","United States","US","Minnesota","US-MN","Olmsted","US-MN-109","",22,"","","Chester Woods","L151651","H",43.99408,-92.31904,4,20,2020,"5:27:00","obsr335154","S67521330","Traveling","P22","EBIRD",105,4.796,NA,2,1,"G5208884",0,1,0,NA,"",""
"867",111002,"URN:CornellLabOfOrnithology:EBIRD:OBS725271817","3/28/2019 11:09",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","New York","US-NY","New York","US-NY-061","US-NY_2793",30,"","","Central Park","L191106","H",40.7715482,-73.9724819,3,16,2019,"13:22:00","obsr1105743","S53911268","Traveling","P22","EBIRD",306,9.941,NA,1,1,"",0,1,0,NA,"",""
"868",139497,"URN:CornellLabOfOrnithology:EBIRD:OBS813519972","10/6/2019 14:09",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Cuyahoga","US-OH-035","",13,"","","Erie Street Cemetery","L717897","H",41.4974729,-81.6828239,10,6,2019,"10:45:00","obsr515084","S60399976","Traveling","P22","EBIRD",75,0.805,NA,1,1,"",0,1,0,NA,"",""
"869",223792,"URN:CornellLabOfOrnithology:EBIRD:OBS321182626","4/19/2020 23:53",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Wisconsin","US-WI","Ozaukee","US-WI-089","US-WI_3658",23,"","","Cedarburg Bog SNA","L157681","H",43.3869,-88.0061,5,12,2015,"4:40:00","obsr293028","S23529888","Traveling","P22","EBIRD",64,0.805,NA,5,1,"G1269965",0,1,0,NA,"With Marilyn Bontly, Joan Sommer, Carl Schwartz and Tom Uttech",""
"870",132443,"URN:CornellLabOfOrnithology:EBIRD:OBS477488200","5/7/2019 20:00",5920,"species","American Woodcock","Scolopax minor",NA,NA,"14","","","","United States","US","Ohio","US-OH","Ottawa","US-OH-123","US-OH_2044",22,"","","Magee Marsh (Ottawa Co.)","L275517","H",41.6140595,-83.163414,3,21,2017,"19:49:00","obsr749120","S35341399","Traveling","P22","EBIRD",30,3.219,NA,2,1,"",0,1,0,NA,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",""
"871",140814,"URN:CornellLabOfOrnithology:EBIRD:OBS961544153","8/1/2020 10:40",5920,"species","American Woodcock","Scolopax minor",NA,NA,"4","","","","United States","US","Ohio","US-OH","Union","US-OH-159","",22,"","","Glacier Ridge Metro Park--Honda Wetlands","L1137897","H",40.1243893,-83.1819105,7,28,2020,"9:59:00","obsr321260","S71900951","Traveling","P22","EBIRD",77,0.805,NA,1,1,"",1,1,0,NA,"",""
"872",104749,"URN:CornellLabOfOrnithology:EBIRD:OBS314646723","5/6/2015 19:25",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","New York","US-NY","Dutchess","US-NY-027","",13,"","","Buttercup Farm Audubon Sanctuary","L478066","H",41.9212946,-73.672754,5,1,2015,"8:00:00","obsr241751","S23162165","Traveling","P22","EBIRD",240,4.828,NA,2,1,"G1255031",0,1,0,NA,"Buttercup East then Buttercup West","flushed; was next to the trail Buttercup east"
"873",227592,"URN:CornellLabOfOrnithology:EBIRD:OBS603180059","4/21/2018 17:09",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Wisconsin","US-WI","Door","US-WI-029","",12,"","","2043 Porcupine Bay Rd, Ellison Bay US-WI (45.2436,-87.0997)","L7258974","P",45.243631,-87.099741,3,26,2018,"19:07:00","obsr504831","S44794704","Stationary","P21","EBIRD",90,NA,NA,1,1,"",0,1,0,NA,"","Peenting "
"874",130229,"URN:CornellLabOfOrnithology:EBIRD:OBS393992184","4/22/2016 21:14",5920,"species","American Woodcock","Scolopax minor",NA,NA,"3","","","","United States","US","Ohio","US-OH","Cuyahoga","US-OH-035","",13,"","","Erie Street Cemetery","L717897","H",41.4974729,-81.6828239,4,22,2016,"15:05:00","obsr487485","S29130149","Traveling","P22","EBIRD",30,0.322,NA,17,1,"",0,1,0,NA,"CMP trip led by J. Brumfield",""
"875",133821,"URN:CornellLabOfOrnithology:EBIRD:OBS498672044","5/11/2018 13:09",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Lucas","US-OH-095","US-OH_2044",22,"","","Magee Marsh--Boardwalk","L275986","H",41.6277095,-83.191884,5,13,2017,"14:08:00","obsr527452","S36799630","Traveling","P22","EBIRD",67,2.414,NA,3,1,"G2523944",0,1,0,NA,"",""
"876",107053,"URN:CornellLabOfOrnithology:EBIRD:OBS449917326","8/5/2018 9:00",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","New York","US-NY","Kings","US-NY-047","",30,"","","Floyd Bennett Field","L152773","H",40.5923453,-73.8914328,12,17,2016,"16:45:00","obsr216668","S33083313","Stationary","P21","EBIRD",40,NA,NA,2,1,"G2083895",0,1,0,NA,"",""
"877",69583,"URN:CornellLabOfOrnithology:EBIRD:OBS729380056","3/25/2019 20:28",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Michigan","US-MI","Barry","US-MI-015","",23,"","","Karas Homestead","L3262454","P",42.6174401,-85.3093448,3,25,2019,"20:18:00","obsr421728","S54230121","Stationary","P21","EBIRD",9,NA,NA,1,1,"",0,1,0,NA,"","At last! "
"878",132183,"URN:CornellLabOfOrnithology:EBIRD:OBS467622110","8/5/2018 13:10",5920,"species","American Woodcock","Scolopax minor",NA,NA,"5","","","","United States","US","Ohio","US-OH","Geauga","US-OH-055","",13,"","","Frohring Meadows","L737447","H",41.413987,-81.359609,2,19,2017,"18:09:00","obsr158455","S34537333","Traveling","P22","EBIRD",39,0.805,NA,1,1,"",0,1,0,NA,"",""
"879",102858,"URN:CornellLabOfOrnithology:EBIRD:OBS241805264","2/3/2017 18:54",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","New York","US-NY","Erie","US-NY-029","",13,"","","Stiglmeier Park","L965034","H",42.8821636,-78.7297356,3,26,2014,"15:00:00","obsr361431","S17607576","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"",""
"880",74118,"URN:CornellLabOfOrnithology:EBIRD:OBS389752499","8/5/2018 17:03",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Minnesota","US-MN","St. Louis","US-MN-137","US-MN_2906",12,"","","Sax-Zim Bog--Arkola Road - 1 mile west of Hwy 53","L651365","H",47.1683017,-92.5656509,4,9,2016,"14:15:00","obsr604687","S28839545","Traveling","P22","EBIRD",120,8.047,NA,1,1,"",0,1,0,NA,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",""
"881",132852,"URN:CornellLabOfOrnithology:EBIRD:OBS493869875","5/11/2018 13:09",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Lucas","US-OH-095","US-OH_2044",22,"","","Magee Marsh--Boardwalk","L275986","H",41.6277095,-83.191884,5,3,2017,"9:17:00","obsr337278","S36510797","Traveling","P22","EBIRD",189,2.414,NA,1,1,"",0,1,0,NA,"",""
"882",223433,"URN:CornellLabOfOrnithology:EBIRD:OBS311209561","4/19/2015 11:37",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Wisconsin","US-WI","Chippewa","US-WI-017","",12,"","","Crane Count Site 110","L3575076","P",45.2596254,-91.2316704,4,18,2015,"5:30:00","obsr95707","S22942270","Stationary","P21","EBIRD",120,NA,NA,2,1,"",0,1,0,NA,"",""
"883",107989,"URN:CornellLabOfOrnithology:EBIRD:OBS484299826","1/16/2020 17:00",5920,"species","American Woodcock","Scolopax minor",NA,NA,"7","","","","United States","US","New York","US-NY","Monroe","US-NY-055","US-NY_1723",13,"","","Braddock Bay  Owl Woods","L4970166","P",43.3018628,-77.7133209,4,10,2017,"18:40:00","obsr808850","S35862724","Traveling","P22","EBIRD",75,1.609,NA,2,1,"",0,1,0,NA,"",""
"884",111442,"URN:CornellLabOfOrnithology:EBIRD:OBS731454875","3/30/2019 19:52",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","New York","US-NY","Tioga","US-NY-107","",28,"","","Tubbs Hill Rd, Richford","L621720","P",42.3483635,-76.1646831,3,30,2019,"19:45:00","obsr13331","S54388849","Stationary","P21","EBIRD",6,NA,NA,2,1,"",0,1,0,NA,"",""
"885",66556,"URN:CornellLabOfOrnithology:EBIRD:OBS457947328","1/16/2017 18:21",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Michigan","US-MI","Schoolcraft","US-MI-153","US-MI_1643",12,"USFWS_225","","Seney National Wildlife Refuge","L5269035","P",46.2821489,-85.9551859,6,17,2016,"15:00:00","obsr844707","S33730746","Traveling","P22","EBIRD",240,12.875,NA,4,1,"",0,1,0,NA,"Was checking out the lakes and spotted some birds on the walk.",""
"886",229441,"URN:CornellLabOfOrnithology:EBIRD:OBS735412829","4/9/2019 15:07",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","C ","C3","","United States","US","Wisconsin","US-WI","Portage","US-WI-097","",23,"","4408965CE","Rapid at (44.68234,-89.55767)","L9000841","P",44.682341,-89.557672,4,6,2019,"20:03:00","obsr19103","S54699028","Stationary","P21","EBIRD_ATL_WI",8,NA,NA,2,1,"G4022773",0,1,0,NA,"Also one EASO ssp playbacki. An exciting few minutes for Nick. ",""
"887",140532,"URN:CornellLabOfOrnithology:EBIRD:OBS917126461","6/4/2020 10:15",5920,"species","American Woodcock","Scolopax minor",NA,NA,"2","","","","United States","US","Ohio","US-OH","Wyandot","US-OH-175","US-OH_435",22,"","","Killdeer Plains Wildlife Area","L372956","H",40.7138257,-83.3016014,5,9,2020,"5:30:00","obsr251167","S68737253","Traveling","P22","EBIRD",660,67.592,NA,1,1,"",0,1,0,NA,"30F in morning, windy all day",""
"888",106660,"URN:CornellLabOfOrnithology:EBIRD:OBS412974508","6/6/2020 12:10",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","New York","US-NY","Jefferson","US-NY-045","US-NY_762",13,"","","Fort Drum: Training Area 3A_1 (restricted access)","L1830856","P",44.0676181,-75.7526878,6,7,2016,"5:40:00","obsr60015","S30302709","Traveling","P22","EBIRD",230,2,NA,1,1,"",0,1,0,NA,"","Flushed."
"889",70420,"URN:CornellLabOfOrnithology:EBIRD:OBS767431059","5/27/2019 22:57",5920,"species","American Woodcock","Scolopax minor",NA,NA,"3","C ","C3","","United States","US","Michigan","US-MI","Iosco","US-MI-069","US-MI_2732",12,"","","sanctuary, east tawas, MI (private residence)","L9334329","P",44.3704038,-83.5262576,5,24,2019,"21:15:00","obsr843315","S56821757","Stationary","P21","EBIRD",45,NA,NA,16,1,"G4227731",0,1,0,NA,"","displaying"
"890",137873,"URN:CornellLabOfOrnithology:EBIRD:OBS715226587","2/24/2019 19:33",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Ohio","US-OH","Union","US-OH-159","",22,"","","Glacier Ridge Metro Park--North","L1164671","H",40.1564093,-83.1953001,2,24,2019,"18:31:00","obsr526960","S53112334","Traveling","P22","EBIRD",12,0.402,NA,1,1,"",0,1,0,NA,"",""
"891",222196,"URN:CornellLabOfOrnithology:EBIRD:OBS243737588","7/17/2017 16:47",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Wisconsin","US-WI","Green","US-WI-045","",23,"","","Browntown-Cadiz Springs SRA","L515868","H",42.5836116,-89.7694588,3,23,2014,"13:00:00","obsr505997","S17754738","Traveling","P22","EBIRD_WI",120,3.219,NA,1,1,"",0,1,0,NA,"",""
"892",63982,"URN:CornellLabOfOrnithology:EBIRD:OBS248135002","11/28/2014 12:59",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Michigan","US-MI","Mecosta","US-MI-107","",23,"","","Martiny Lake SGA West","L2805403","P",43.626446,-85.4282928,4,25,2014,"10:50:00","obsr406953","S18071272","Traveling","P22","EBIRD",120,2.414,NA,1,1,"",0,1,0,NA,"",""
"893",225098,"URN:CornellLabOfOrnithology:EBIRD:OBS398054008","8/5/2018 14:04",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","Wisconsin","US-WI","Jefferson","US-WI-055","",23,"","","Faville Grove Sanctuary","L389534","H",43.1433327,-88.8824844,5,3,2016,"18:21:00","obsr273674","S29388378","Traveling","P22","EBIRD",54,0.966,NA,1,1,"",0,1,0,NA,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44",""
"894",111036,"URN:CornellLabOfOrnithology:EBIRD:OBS725449168","3/19/2019 12:06",5920,"species","American Woodcock","Scolopax minor",NA,NA,"1","","","","United States","US","New York","US-NY","Kings","US-NY-047","",30,"","","Green-Wood Cemetery, Brooklyn","L285884","H",40.6523083,-73.9904281,3,16,2019,"6:36:00","obsr350893","S53924946","Traveling","P22","EBIRD",270,4.023,NA,3,1,"G3952643",0,1,0,NA,"",""
