month,day,year,time_observed_at,description,place_guess,latitude,longitude,positional_accuracy,place_county_name,place_state_name
11,9,2019,2019-11-09 12:32:42 UTC,North east corner of the world trade building… Facing Pratt Street,"401 E Pratt St, Baltimore, MD, US",39.28627,-76.60936167,24,"Baltimore City, MD",Maryland
11,9,2019,2019-11-09 12:50:47 UTC,100 Light St.… Southeast corner after sunrise,"100 Light St, Baltimore, MD, US",39.28706167,-76.61423667,96,"Baltimore City, MD",Maryland
11,8,2019,2019-11-08 13:44:00 UTC,3 birds flew up from brush in area - try not to upload media less observations but couldnt get pictures and went back today with no luck - front heaving bird long beak whistling wings - rapid flaps - warm brown coloration with latitudinal dark stripes ,"Druid Hill Park, Baltimore, MD, USA",39.32029368,-76.631568,100,"Baltimore City, MD",Maryland
11,3,2019,2019-11-03 14:57:04 UTC,,"E Baltimore St, Baltimore, MD, US",39.29007167,-76.61325833,65,"Baltimore City, MD",Maryland
11,3,2019,2019-11-03 15:34:29 UTC,,"E Saratoga St, Baltimore, MD, US",39.29231667,-76.61431167,64,"Baltimore City, MD",Maryland
11,8,2019,2019-11-08 11:31:57 UTC,Live rescue ,"N Charles St, Baltimore, MD, US",39.29090679,-76.61555243,64,"Baltimore City, MD",Maryland
11,8,2019,2019-11-08 11:59:48 UTC,,"Light St, Baltimore, MD, US",39.28701009,-76.61468069,64,"Baltimore City, MD",Maryland
11,8,2019,2019-11-08 12:06:31 UTC,Live rescue ,"Baltimore Convention Center, Baltimore, MD, US",39.28569756,-76.61523642,46,"Baltimore City, MD",Maryland
11,8,2019,2019-11-08 12:24:33 UTC,,"W Lombard St, Baltimore, MD, US",39.28701489,-76.617586,64,"Baltimore City, MD",Maryland
11,9,2019,2019-11-09 13:06:28 UTC,One Charles Plaza west window collision ,"N Liberty St, Baltimore, MD, US",39.29058763,-76.61759067,53,"Baltimore City, MD",Maryland
11,9,2019,2019-11-09 17:36:57 UTC,,"Calvert Hall College High School, Towson, MD, US",39.3909942,-76.58170459,14,Baltimore,Maryland
11,9,2019,2019-11-09 18:38:07 UTC,,"Town Creek Rd SE, Oldtown, MD, US",39.64629438,-78.56474059,22,Allegany,Maryland
11,11,2019,2019-11-11 09:39:01 UTC,,"Light St, Baltimore, MD, US",39.28731594,-76.61489049,62,"Baltimore City, MD",Maryland
11,11,2019,2019-11-11 09:52:17 UTC,,"S Charles St, Baltimore, MD, US",39.28834963,-76.61431204,60,"Baltimore City, MD",Maryland
11,11,2019,2019-11-11 10:22:52 UTC,"101 W Lombard, N window next to N stairwell collision fatality","Inner Harbor, Baltimore, MD, USA",39.28700869,-76.61725592,33,"Baltimore City, MD",Maryland
11,9,2019,2019-11-09 13:30:03 UTC,,"E Lombard St, Baltimore, MD, US",39.28826115,-76.60617294,59323,"Baltimore City, MD",Maryland
11,13,2019,2019-11-13 10:47:06 UTC,"101 W Lombard, first floor stairwell, NW corner collision fatality","Inner Harbor, Baltimore, MD, USA",39.28708524,-76.61723446,17,"Baltimore City, MD",Maryland
11,14,2019,2019-11-14 11:31:41 UTC,Live rescue ,"Light St, Baltimore, MD, US",39.28748,-76.61408833,47,"Baltimore City, MD",Maryland
11,14,2019,2019-11-14 11:25:06 UTC,Live rescue ,"S Charles St, Baltimore, MD, US",39.28685926,-76.61604156,32,"Baltimore City, MD",Maryland
11,16,2019,2019-11-16 11:46:19 UTC,,"W Lombard St, Baltimore, MD, US",39.28861167,-76.616395,64,"Baltimore City, MD",Maryland
11,16,2019,2019-11-16 11:49:14 UTC,,"W Lombard St, Baltimore, MD, US",39.287505,-76.61666167,65,"Baltimore City, MD",Maryland
11,16,2019,2019-11-16 11:56:20 UTC,,"S Charles St, Baltimore, MD, US",39.28745957,-76.61515938,65,"Baltimore City, MD",Maryland
11,18,2019,2019-11-18 14:26:36 UTC,"Apparent bird strike, directly in front of a building, no visible damage
","S Wolfe St, Baltimore, MD, US",39.29003833,-76.590355,10,"Baltimore City, MD",Maryland
3,15,2017,2017-03-15 16:27:00 UTC,,"Prince George's County, MD, USA",39.02661111,-76.86489722,10,Prince George's,Maryland
5,1,2005,,eBird import | https://ebird.org/checklist/38473,C&O Canal--North Branch,39.5849208,-78.7463093,,Allegany,Maryland
3,11,2020,2020-03-11 13:35:00 UTC,Injured right eye. Likely an window collision. Very lively bird.,"Maryland, US",39.34619387,-76.56627484,33,"Baltimore City, MD",Maryland
3,14,2020,2020-03-14 15:43:00 UTC,,"Claremont - Freedom, Baltimore, MD, USA",39.31410142,-76.5542434,31,"Baltimore City, MD",Maryland
3,12,2020,,"Deceased on side of road, unfortunately.","South Kensington, MD, USA",39.01943611,-77.06456111,10,Montgomery,Maryland
3,12,2020,,"Deceased on side of road, unfortunately.","South Kensington, MD, USA",39.01943889,-77.06455278,5,Montgomery,Maryland
2,17,2015,2015-02-17 23:20:00 UTC,,"Dorchester County, MD, USA",38.4193703,-76.00351606,15,Dorchester,Maryland
3,21,2020,2020-03-21 11:39:02 UTC,,"Hopkins Plaza, Baltimore, MD, US",39.28809728,-76.61592281,105,"Baltimore City, MD",Maryland
3,21,2020,2020-03-21 11:55:21 UTC,,"W Pratt St, Baltimore, MD, US",39.2870455,-76.61751945,113,"Baltimore City, MD",Maryland
3,22,2020,2020-03-22 19:48:00 UTC,,"16898-16500 River Rd, Poolesville, MD 20837, USA",39.0783754,-77.3975651,189,Montgomery,Maryland
3,10,2020,2020-03-10 16:31:54 UTC,,"E Baltimore St, Baltimore, MD, US",39.289605,-76.613045,65,"Baltimore City, MD",Maryland
3,19,2007,2007-03-19 04:00:00 UTC,,Courthouse Lot,39.0106475,-76.8982458,,Prince George's,Maryland
11,15,2015,2015-11-15 21:30:00 UTC,,"Dorchester County, MD, USA",38.32563542,-75.9452664,15,Dorchester,Maryland
6,19,2020,2020-06-19 19:09:01 UTC,,"Swanton, MD, US",39.57359667,-79.241845,11,Garrett,Maryland
2,18,2015,,,"Somerset County, MD, USA",38.14874711,-75.74867659,15,Somerset,Maryland
10,14,2020,2020-10-15 00:20:57 UTC,,"Clematis Ct, Owings Mills, MD, US",39.38662064,-76.80513025,65,Baltimore,Maryland
4,6,2012,,,,42.15686607,-70.7418251,,Plymouth,Massachusetts
3,25,2001,,,Hodges Village Dam,42.1200952,-71.8795166,1609,Worcester,Massachusetts
3,21,2013,,,"56 Ingham Way, Pembroke, MA",42.0937341,-70.80558786,,Plymouth,Massachusetts
4,17,2013,2013-04-18 00:04:59 UTC,1 male id'd by call,"University of Massachusetts-Amherst, Amherst Center, Massachusetts, US",42.394661,-72.517386,56,Hampshire,Massachusetts
4,6,2014,2014-04-06 23:48:00 UTC,Courtship flight,"lexington, ma",42.428737,-71.226425,196,Middlesex,Massachusetts
4,25,2014,,,"Audubon Sanctuary, Marshfield, MA",42.157342,-70.74181,,Plymouth,Massachusetts
4,6,2015,2015-04-06 23:45:00 UTC,,"Dunback Meadow, Lexington MA",42.427758,-71.222203,186,Middlesex,Massachusetts
4,10,2015,,,Fowl Meadow ,42.228333,-71.128514,98,Norfolk,Massachusetts
6,19,2015,2015-06-19 13:33:03 UTC,Three  two juvi one adult ,,42.43333164,-72.02648453,10,Worcester,Massachusetts
7,25,2015,2015-07-25 21:40:12 UTC,"Odd to see it at a public campsite, not its usual brushy, successional habitat. It was hopping around and seemed to be digging up insects or worms with its long bill. ","418 W Hartland Rd, Granville, MA, US",42.052262,-72.969737,10,Hampden,Massachusetts
10,4,2015,,Flushed from near Lot 17 predawn,Stonehill College,42.057265,-71.07848,614,Bristol,Massachusetts
3,1,2016,2016-03-02 00:23:19 UTC,Observed dead on the ground near buildings.,"Suffolk County, US-MA, US",42.35889845,-71.05388839,215,Suffolk,Massachusetts
3,6,2016,2016-03-06 23:14:00 UTC,"Local reports of woodcocks started coming in over a week ago, very early this year.  I only heard one here tonight.","Alewife Reservation, Cambridge, MA",42.397625,-71.14597,24,Middlesex,Massachusetts
7,5,2016,2016-07-06 00:59:26 UTC,Flying over the water between Naushon and bull island.  Can see them in silhouette and hear their wings thinking the way they do when courting.  Thought at first they were my quail,"Vineyard Sound, Gosnold, MA, US",41.51101868,-70.70347521,5,Dukes,Massachusetts
3,30,2015,2015-03-30 15:20:00 UTC,,"Medford Street / The Neck, Boston, MA, USA",42.37627318,-71.07097936,8,Suffolk,Massachusetts
4,20,2016,2016-04-20 16:25:00 UTC,,"Medford Street / The Neck, Boston, MA, USA",42.37492935,-71.07022351,4,Suffolk,Massachusetts
11,4,2016,,"Bowditch Greenhouses on eastern side. 12:59pm Nov 4, 2016",Southern Side of Integrative Learning Center,42.392478,-72.531846,24,Hampshire,Massachusetts
11,4,2016,,"It is not clear if this is a result of a window strike as the bird had been predated, but it was found in the vicinity of windows. Found on southern side of campus center above ground floor. 12:28pm, Nov 4, 2016",Southern Side of Integrative Learning Center,42.391528,-72.526985,24,Hampshire,Massachusetts
3,6,2017,2017-03-06 23:00:23 UTC,,alewife reservation,42.397157,-71.149285,170,Middlesex,Massachusetts
3,6,2017,2017-03-06 20:01:00 UTC,,"Brookline, MA 02446, USA",42.3461321,-71.1116151,186,Norfolk,Massachusetts
3,16,2017,2017-03-16 12:06:24 UTC,"Found on steps into Harvard Innovation Lab, across from Earthwatch office. Very weak as ground covered with cement-like snow (and what bare ground there is was frozen solid).","133-137 Western Avenue Boston, MA 02134",42.36370062,-71.12465277,1032,Suffolk,Massachusetts
3,17,2017,2017-03-17 18:22:00 UTC,Bird with long beak,"Lynn, MA, USA",42.466763,-70.9494938,5552,Essex,Massachusetts
3,28,2017,2017-03-28 20:32:18 UTC,Not sure of the species ,"Brandeis University, Waltham, MA, US",42.36810333,-71.25897167,,Middlesex,Massachusetts
4,2,2017,,,"56 Ingham Way, Pembroke, MA",42.095177,-70.803259,187,Plymouth,Massachusetts
4,4,2017,2017-04-04 17:05:00 UTC,Saw this bird on s windy/stormy day. Not normal location. ,"Harborwalk Boston, MA 02110",42.3586649,-71.0506125,19,Suffolk,Massachusetts
4,8,2017,2017-04-09 00:30:32 UTC,,Pembroke ma,42.083191,-70.798388,260,Plymouth,Massachusetts
4,10,2017,2017-04-10 17:40:59 UTC,American woodcock. 13:41. Eastern side of dubois library. ,"University of Massachusetts-Amherst, Amherst, MA, US",42.39000858,-72.52801152,50,Hampshire,Massachusetts
4,14,2017,2017-04-14 16:00:05 UTC,,"511-537 Dorchester Avenue Boston, MA 02127",42.31738165,-71.0094814,2064,Suffolk,Massachusetts
4,14,2017,2017-04-14 16:53:13 UTC,American woodcock. 12:54. South side pf campus center. Partly predated. 15 meters from windows so unknown if this was a window strike.,"University of Massachusetts-Amherst, Amherst, MA, US",42.39146582,-72.52708716,5,Hampshire,Massachusetts
4,18,2017,2017-04-18 22:40:00 UTC,"The photo is terrible, but the sounds are pretty clear.",Willow Brook Farm Preserve,42.08395512,-70.7986021,122,Plymouth,Massachusetts
3,20,2013,2013-03-20 18:28:49 UTC,,"22 Union St. Cambridge, MA",42.369591,-71.095156,186,Middlesex,Massachusetts
3,25,2017,2017-03-25 12:47:00 UTC,Window strike,"Massachusetts, US",42.22774795,-71.00846687,186,Suffolk,Massachusetts
3,22,2017,2017-03-22 08:49:00 UTC,,"Groton, MA 01450, USA",42.6057805,-71.5486562,7843,Middlesex,Massachusetts
2,23,2018,2018-02-23 22:45:00 UTC,,"Pembroke, MA, USA",42.08373217,-70.79819441,31,Plymouth,Massachusetts
2,27,2018,2018-02-28 02:13:35 UTC,,"336 Russell St, Hadley, MA 01035, USA",42.35740605,-72.55379798,13,Hampshire,Massachusetts
3,12,2018,2018-03-12 19:41:51 UTC,,"20 Union St, Cambridge, MA, US",42.36943193,-71.09519848,19,Middlesex,Massachusetts
3,15,2018,2018-03-15 23:05:00 UTC,,"Pembroke, MA, USA",42.08452843,-70.79933167,61,Plymouth,Massachusetts
3,18,2018,2018-03-18 23:29:40 UTC,"I heard it and then followed it to the soccer fields! Saw it flying around, thrilling, peenting","893 West St, Amherst, MA 01002, USA",42.32660365,-72.53330191,9,Hampshire,Massachusetts
3,19,2018,2018-03-19 22:15:34 UTC,,"Hadley, MA, USA",42.31394881,-72.54562248,10,Hampshire,Massachusetts
3,19,2018,2018-03-19 22:54:23 UTC,2,"285 Bay Rd, Hadley, MA 01035, USA",42.31829579,-72.5437007,9,Hampshire,Massachusetts
3,23,2018,2018-03-23 23:33:00 UTC,,"Cummaquid, Barnstable, MA, USA",41.70449853,-70.27152479,8,Barnstable,Massachusetts
3,31,2012,,Audubon Woodcock Walk,Daniel Webster Wildlife Sanctuary,42.0881122,-70.6772727,,Plymouth,Massachusetts
2,24,2018,,Owl Prowl run by Manomet and Wildlands Trust,Willow Brook Farm Preserve,42.0848469,-70.8022499,,Plymouth,Massachusetts
4,2,2018,2018-04-02 17:16:00 UTC,,"Dorchester, Boston, MA, USA",42.31587445,-71.03374118,4,Suffolk,Massachusetts
4,13,2018,2018-04-13 22:57:00 UTC,,"Jenks Land, Acton, MA, USA",42.48981105,-71.48028089,58,Middlesex,Massachusetts
4,27,2018,2018-04-27 23:41:00 UTC,,"Pembroke, MA, USA",42.08453639,-70.79916,15,Plymouth,Massachusetts
5,1,2018,2018-05-02 00:14:58 UTC,,"1021 West St, Amherst, MA 01002, USA",42.32106205,-72.52733544,258,Hampshire,Massachusetts
5,24,2018,,,Plum Island,42.725892,-70.786484,4833,Essex,Massachusetts
5,24,2018,,,Plum Island,42.725892,-70.786484,4833,Essex,Massachusetts
5,24,2018,,,Plum Island,42.725892,-70.786484,4833,Essex,Massachusetts
5,24,2018,2018-05-24 20:39:00 UTC,Just happened to look down at the right spot and see this guy trying to blend in next to the boardwalk! Awesome!,"Ponkapoag Bog, Canton, MA, USA",42.19590519,-71.10252857,50,Norfolk,Massachusetts
5,24,2018,,"Male, doing a mating dance!","Hellcat, Plum Island, MA",42.741196,-70.796388,167,Essex,Massachusetts
5,24,2018,2018-05-24 17:29:00 UTC,"Walked towards us, displaying","Rowley, MA, USA",42.74115006,-70.79604864,62,Essex,Massachusetts
8,22,2018,2018-08-22 18:30:08 UTC,,"1 Museum Of Science Driveway, Boston, MA 02114, USA",42.36738714,-71.07093648,31,Suffolk,Massachusetts
11,19,2018,2018-11-19 19:17:28 UTC,Hit window in an alley in downtown Boston,"24 North St, Boston, MA 02113, USA",42.36077744,-71.0563272,9,Suffolk,Massachusetts
12,26,2018,2018-12-26 16:35:16 UTC,,"11 Quail Hollow Rd, North Falmouth, MA, US",41.62888,-70.621825,5,Barnstable,Massachusetts
5,6,2016,2016-05-06 19:27:00 UTC,,"brown street, weston",42.336228,-71.310268,12,Middlesex,Massachusetts
2,22,2019,2019-02-22 21:41:00 UTC,"From members of the Sierra Club. Window strike, brought to Tufts medical","Downtown, Boston, MA, USA",42.35554167,-71.05668611,18,Suffolk,Massachusetts
3,15,2019,2019-03-15 22:25:00 UTC,,"Stow, MA, USA",42.41370698,-71.51052895,15,Middlesex,Massachusetts
3,15,2019,2019-03-15 23:30:00 UTC,,"North Waltham, Waltham, MA, USA",42.4063548,-71.21368372,20,Middlesex,Massachusetts
3,19,2019,2019-03-19 23:20:00 UTC,,"Pembroke, MA, USA",42.08414963,-70.79885328,200,Plymouth,Massachusetts
3,19,2019,2019-03-19 23:24:00 UTC,Chip series (with Spring Peeper),"Pembroke, MA, USA",42.08414963,-70.79885328,200,Plymouth,Massachusetts
3,19,2019,2019-03-19 23:09:00 UTC,,"Pembroke, MA, USA",42.08414963,-70.79885328,200,Plymouth,Massachusetts
3,23,2019,2019-03-23 23:31:05 UTC,,"Minuteman Bikeway, Arlington, MA, US",42.40062498,-71.14547258,10,Middlesex,Massachusetts
3,29,2019,2019-03-29 23:34:35 UTC,,"Unnamed Road, Amherst, MA 01002, USA",42.32710154,-72.53305525,9,Hampshire,Massachusetts
3,29,2019,2019-03-29 22:50:00 UTC,,"Stow, MA, USA",42.4125173,-71.47450224,61,Middlesex,Massachusetts
10,25,2018,2018-10-25 20:55:00 UTC,Deceased. Window Strike. Photo courtesy of Trina (Park Ranger),"Massachusetts, US",42.25685702,-71.11242,,Suffolk,Massachusetts
4,2,2019,2019-04-02 23:29:32 UTC,"FOY

Drove to this spot on Elm Road which is reliable for this species and I make a point of checking it at dusk.  A few days ago I got nothing.  Tonight I pulled in from the beach road and hadn't even come to a stop when a bird flew over the car from the adjacent scrub.  There was still decent light.  I pulled over and leaned out of the car and could hear several birds peenting.  One close and one further off.   The closer was peenting but didn't fly up and do his twittering.  The further one did and passed over my car.   Then, the stubborn one finally took flight and nearly landed on the hood of my car.  Came down in the road next to me and waddled over to the side of the road.  Peents that close are loud!  Too dark for a photo and, as soon as I found and turned on my sound app, he went quite and finally flew off.","523–599 Elm Rd, Falmouth, MA, US",41.53926649,-70.63446734,10,Barnstable,Massachusetts
4,3,2019,2019-04-03 19:28:28 UTC,"No photo, definite on the peent calls ","104 Main Line Dr, Westfield, MA, US",42.10899818,-72.72847938,474,Hampden,Massachusetts
4,7,2019,2019-04-07 23:15:00 UTC,,"Lancaster, MA, USA",42.47086485,-71.65437727,61,Worcester,Massachusetts
4,13,2019,2019-04-13 12:50:19 UTC,Window strike,"855 Boylston St, Boston, MA, US",42.34868314,-71.08324464,249,Suffolk,Massachusetts
4,27,2019,2019-04-27 12:13:56 UTC,,"129 Congress St, Boston, MA, US",42.35616688,-71.05618435,22,Suffolk,Massachusetts
5,4,2019,2019-05-05 01:16:00 UTC,"Detailed recording that reveals the woodcock male's subtle chuckle before the peent note--despite some masking by traffic and aircraft noise.

Quasi-binaural. Converted to .mp3.","Lincoln, MA, USA",42.42056145,-71.3402651,15,Middlesex,Massachusetts
4,27,2019,2019-04-27 12:15:33 UTC,,"130-158 Congress St, Boston, MA, US",42.3563345,-71.05616103,26,Suffolk,Massachusetts
5,24,2019,,,"Monson Center, Monson, MA 01057, USA",42.1023962,-72.31728427,526,Hampden,Massachusetts
6,1,2019,2019-06-01 10:22:00 UTC,,"Mashpee, MA, USA",41.65044891,-70.44979156,122,Barnstable,Massachusetts
5,27,2019,2019-05-28 00:40:00 UTC,,"Rowley, MA, USA",42.74227989,-70.79437006,90,Essex,Massachusetts
6,16,2019,2019-06-16 17:23:17 UTC,Possibly abandoned woodcock nest. No adults around. But maybe they were on their way home. ,"99 Seaview Ave, Swampscott, MA, US",42.47882167,-70.88024667,,Essex,Massachusetts
6,22,2019,2019-06-22 11:10:00 UTC,Nest of juveniles,"Worcester County, US-MA, US",42.49748364,-72.04107895,132,Worcester,Massachusetts
3,1,2016,2016-03-01 19:57:32 UTC,,"2–98 McKinley Sq, Boston, MA, US",42.35905,-71.05322217,50,Suffolk,Massachusetts
10,26,2018,2018-10-26 13:25:45 UTC,Poor lil friend probably got lost,"Financial District, Boston, MA, USA",42.35748626,-71.05671175,66,Suffolk,Massachusetts
8,6,2019,2019-08-06 22:34:59 UTC,,"65 Depot Rd, Hatfield, MA, US",42.40696667,-72.60756667,10,Hampshire,Massachusetts
4,2,2019,,,"Sharon, MA, USA",42.12739341,-71.21275334,8,Norfolk,Massachusetts
6,28,2017,,,"Mount Greylock State Park, North Adams, MA, US",42.62799266,-73.16772451,3350,Berkshire,Massachusetts
7,8,2017,,,"Quabbin Reservoir, Hardwick, MA, US",42.36149945,-72.30644954,15648,Worcester,Massachusetts
6,13,2008,2008-06-13 22:54:00 UTC,young,"Rowley, MA, USA",42.74126128,-70.7956398,8,Essex,Massachusetts
1,12,2020,2020-01-12 19:50:05 UTC,,"Fresh Pond Mall, Cambridge, MA, US",42.39147818,-71.13921985,10,Middlesex,Massachusetts
5,29,2004,2004-05-29 07:50:00 UTC,,"Hardwick, MA, USA",42.36150373,-72.1640315,31,Worcester,Massachusetts
2,20,2020,,Short-eared Owl barks behind,"Middleborough, MA, USA",41.95232213,-70.88007199,4,Plymouth,Massachusetts
7,8,2017,2017-07-09 05:23:00 UTC,,"Quabbin Reservoir, Massachusetts, USA",42.3830198,-72.3133529,16875,Worcester,Massachusetts
3,3,2020,2020-03-03 10:20:00 UTC,,"Stow, MA, USA",42.41085265,-71.47557673,61,Middlesex,Massachusetts
3,9,2020,2020-03-10 02:31:14 UTC,"Moonlit evening at Thomas and Palmer Reserve on State Road in Great Barrington. Mowed fields and beaver ponds. Coyotes calling, beavers active on pond, woodcocks (2) calling and flying, killdeer calling. Temp 54F. Light breeze. Mostly cloudy. Moon shining through clouds. ","Great Barrington, MA, US",42.19662961,-73.33582558,20,Berkshire,Massachusetts
3,10,2020,2020-03-10 23:16:00 UTC,"Recording starts mid-flight, with it landing and starting peenting near the end.  A pair of killdeer fly over right at the end.","Lexington, MA, USA",42.42967868,-71.22510963,68,Middlesex,Massachusetts
3,11,2020,,Walking to the T this morning at 7am and saw the Woodcock on a sidewalk next a very tall mirrored glass building on Milk Street near corner of Devonshire in downtown Boston. ,Milk Street Boston,42.356738,-71.057151,,Suffolk,Massachusetts
3,12,2020,2020-03-12 21:35:35 UTC,Courtship behavior,"East Longmeadow, MA 01028, USA",42.07638685,-72.49181405,8,Hampden,Massachusetts
3,16,2020,2020-03-16 23:11:00 UTC,,"Hudson, MA, USA",42.39702236,-71.5194841,15,Middlesex,Massachusetts
3,16,2020,2020-03-16 23:19:00 UTC,with Song Sparrow song as well,"Belmont, MA, USA",42.40157031,-71.19724591,34,Middlesex,Massachusetts
3,18,2020,2020-03-19 00:59:00 UTC,Quite close!,"Lincoln, MA, USA",42.42043708,-71.34039732,31,Middlesex,Massachusetts
3,20,2020,2020-03-20 23:23:35 UTC,,"Hingham, MA 02043, USA",42.2604385,-70.87456495,132,Plymouth,Massachusetts
3,20,2020,2020-03-20 23:25:18 UTC,,"Hingham, MA 02043, USA",42.26050351,-70.87440971,128,Plymouth,Massachusetts
3,20,2020,2020-03-20 23:38:42 UTC,,"Hingham, MA 02043, USA",42.26328158,-70.873309,147,Plymouth,Massachusetts
3,19,2020,,,"Sharon, MA, USA",42.1308066,-71.20942556,15,Norfolk,Massachusetts
3,21,2020,2020-03-21 15:49:50 UTC,,"Clarendon St, Boston, MA, US",42.34976167,-71.073875,55,Suffolk,Massachusetts
5,3,2016,2016-05-03 05:43:00 UTC,,"Massachusetts, US",41.7157812,-70.54496614,126,Barnstable,Massachusetts
3,25,2020,2020-03-25 21:45:12 UTC,,"Dalton, MA, US",42.42916378,-73.18767784,24,Berkshire,Massachusetts
3,26,2020,2020-03-26 22:36:50 UTC,,"Massachusetts, US",42.57806174,-72.38094988,165,Franklin,Massachusetts
3,26,2020,2020-03-26 15:46:34 UTC,,"Worcester County, US-MA, US",42.18138617,-72.07857623,10,Worcester,Massachusetts
3,26,2020,2020-03-26 23:28:00 UTC,,"Steele Farm, Boxborough, MA, USA",42.48838956,-71.52269292,106,Middlesex,Massachusetts
3,27,2020,2020-03-27 23:25:00 UTC,,"Hanson, MA, USA",42.02666872,-70.86359676,82,Plymouth,Massachusetts
3,29,2020,2020-03-29 20:14:05 UTC,Found in an athletic field. No way to determine cause of death. Hopefully the bird wasn’t shot or otherwise killed by humans. Could have been poisoned by pesticide content in his worms? ,"75 Graniteville Rd, Chelmsford, MA, US",42.61950948,-71.38167487,22,Middlesex,Massachusetts
3,27,2017,2017-03-27 16:09:00 UTC,,"Wellfleet, MA, USA",41.93356814,-70.00948077,8,Barnstable,Massachusetts
4,10,2020,2020-04-10 10:56:00 UTC,,"789 Main St, Hampden, MA 01036, USA",42.0647077,-72.4043712,181,Hampden,Massachusetts
4,11,2020,2020-04-11 23:38:36 UTC,,"Rock Meadow Conservation Area, Waltham, MA, US",42.40102941,-71.19742675,49,Middlesex,Massachusetts
4,15,2020,2020-04-15 23:04:33 UTC,,"Tewksbury, MA, USA",42.60679444,-71.21183611,,Middlesex,Massachusetts
3,21,2020,2020-03-21 22:08:06 UTC,Image shows person retrieving and releasing this bird after it flew into the home through and open door. Long beamed bird living in a wooded and marshy area,"Bowman St, Westborough, MA, US",42.24281246,-71.61155055,240177,Worcester,Massachusetts
4,24,2020,2020-04-24 21:47:54 UTC,Accidentally scared this gorgeous bird from its nest. Moved away quickly and hoping it will return,"High Rock, Gloucester, MA, US",42.659255,-70.65763833,65,Essex,Massachusetts
4,25,2020,2020-04-25 20:52:30 UTC,,"Alewife Brook Reservation, Cambridge, MA, US",42.39776667,-71.14737783,10,Middlesex,Massachusetts
4,28,2020,2020-04-28 04:22:00 UTC,Presson Point Preserve,"Gloucester, MA, USA",42.62374436,-70.70539638,31,Essex,Massachusetts
5,3,2020,2020-05-04 00:30:00 UTC,,"Hardwick, MA, USA",42.3431289,-72.22935222,31,Worcester,Massachusetts
5,1,2020,2020-05-02 00:14:00 UTC,,"Falmouth, MA, USA",41.60950918,-70.54798479,109,Barnstable,Massachusetts
5,5,2020,2020-05-05 23:00:00 UTC,The bzzzt sound of American Woodcock near our yard at dusk.,"Massachusetts, US",42.51069853,-71.22825609,9,Middlesex,Massachusetts
5,7,2020,2020-05-08 00:10:00 UTC,,"Falmouth, MA, USA",41.61676864,-70.54788907,175,Barnstable,Massachusetts
5,10,2020,2020-05-10 13:11:00 UTC,,"Pembroke, MA, USA",42.04855206,-70.83163447,15,Plymouth,Massachusetts
5,13,2020,2020-05-13 16:18:46 UTC,"Saw 4 baby woodcock's sitting very still in the middle of the path, waiting for Mama. Excellent camouflage.","Pepperell, MA 01463, USA",42.66848472,-71.63107417,,Middlesex,Massachusetts
5,15,2020,2020-05-15 23:18:07 UTC,,"Bardwells Ferry Rd, Conway, MA, US",42.562595,-72.66935833,10,Franklin,Massachusetts
5,19,2020,,,Southwick Wildlife Management Area,42.047729,-72.742609,90,Hampden,Massachusetts
5,12,2020,2020-05-12 22:55:29 UTC,,"Hazelwood Dr, Pembroke, MA, US",42.03379167,-70.83055,25,Plymouth,Massachusetts
5,25,2020,2020-05-25 19:52:27 UTC,,"Main St, Wilmington, MA, US",42.53874342,-71.16164758,113,Middlesex,Massachusetts
5,14,2020,2020-05-14 19:18:53 UTC,,"Hart Farm Rd, Carlisle, MA, US",42.54631333,-71.36756167,65,Middlesex,Massachusetts
6,3,2020,2020-06-03 17:01:46 UTC,,Cambridge,42.4,-71.13,,Middlesex,Massachusetts
3,20,2020,2020-03-20 22:22:00 UTC,,"Stow, MA, USA",42.41326742,-71.51030011,4,Middlesex,Massachusetts
6,12,2020,2020-06-12 14:10:37 UTC,,"Amesbury, MA 01913, USA",42.86805556,-70.93194444,,Essex,Massachusetts
6,12,2020,2020-06-12 19:56:30 UTC,,"Riverside Ave, Concord, MA, US",42.45439167,-71.391525,18,Middlesex,Massachusetts
6,15,2020,2020-06-15 14:20:32 UTC,,"Blanchette Dr, Marlborough, MA, US",42.37078049,-71.49953704,65,Middlesex,Massachusetts
3,24,2019,2019-03-24 21:08:00 UTC,,"Torbert MacDonald Park, Medford, MA, USA",42.40240648,-71.08766894,358,Middlesex,Massachusetts
3,1,2020,2020-03-01 11:00:09 UTC,"This was 2012, late Feb/early Mar.","Montague Plains, Montague, MA, US",42.55928637,-72.53318378,311,Franklin,Massachusetts
6,25,2020,2020-06-25 19:31:41 UTC,,"Nantucket Island, Nantucket, MA, US",41.28810218,-70.17709596,846,Nantucket,Massachusetts
4,3,2015,2015-04-03 23:54:00 UTC,,"North Cambridge, Cambridge, MA, USA",42.39714444,-71.152175,,Middlesex,Massachusetts
7,14,2020,2020-07-14 13:03:56 UTC,,"North St, Whately, MA, US",42.46071962,-72.64218622,89,Franklin,Massachusetts
3,19,2017,2017-03-19 17:52:00 UTC,,"Kingston, MA, USA",41.96888889,-70.75972222,,Plymouth,Massachusetts
8,14,2020,2020-08-14 19:54:02 UTC,,"Middlesex Fells Reservation, Stoneham, MA, US",42.44804353,-71.08376581,95,Middlesex,Massachusetts
